,locationId,location,entity,parameter,value,sensor_lat,sensor_lon,local_time
1084,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.5,42.302605,-83.106674,2023-06-06 06:44:53-04:00
1085,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,48.7,42.302605,-83.106674,2023-06-06 06:42:53-04:00
1086,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.3,42.302605,-83.106674,2023-06-06 06:40:53-04:00
1087,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.1,42.302605,-83.106674,2023-06-06 06:38:53-04:00
1088,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.3,42.302605,-83.106674,2023-06-06 06:36:53-04:00
1089,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.0,42.302605,-83.106674,2023-06-06 06:34:53-04:00
1090,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.8,42.302605,-83.106674,2023-06-06 06:32:53-04:00
1091,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.8,42.302605,-83.106674,2023-06-06 06:30:53-04:00
1092,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.7,42.302605,-83.106674,2023-06-06 06:24:53-04:00
1093,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.4,42.302605,-83.106674,2023-06-06 06:22:54-04:00
1094,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.7,42.302605,-83.106674,2023-06-06 06:18:53-04:00
1095,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,50.0,42.302605,-83.106674,2023-06-06 06:16:53-04:00
1096,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.6,42.302605,-83.106674,2023-06-06 06:14:53-04:00
1097,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,50.4,42.302605,-83.106674,2023-06-06 06:12:53-04:00
1098,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.6,42.302605,-83.106674,2023-06-06 06:10:53-04:00
1099,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.7,42.302605,-83.106674,2023-06-06 06:08:53-04:00
1100,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.3,42.302605,-83.106674,2023-06-06 06:06:53-04:00
1101,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,50.7,42.302605,-83.106674,2023-06-06 06:04:53-04:00
1102,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,50.6,42.302605,-83.106674,2023-06-06 06:02:54-04:00
1103,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.5,42.302605,-83.106674,2023-06-06 06:00:53-04:00
1104,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.8,42.302605,-83.106674,2023-06-06 05:58:54-04:00
1105,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,50.5,42.302605,-83.106674,2023-06-06 05:56:53-04:00
1106,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.7,42.302605,-83.106674,2023-06-06 05:54:54-04:00
1107,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.5,42.302605,-83.106674,2023-06-06 05:52:52-04:00
1108,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.6,42.302605,-83.106674,2023-06-06 05:50:53-04:00
1109,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,48.7,42.302605,-83.106674,2023-06-06 05:48:52-04:00
1110,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,48.6,42.302605,-83.106674,2023-06-06 05:46:53-04:00
1111,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.2,42.302605,-83.106674,2023-06-06 05:44:53-04:00
1112,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,49.1,42.302605,-83.106674,2023-06-06 05:42:52-04:00
1113,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,48.6,42.302605,-83.106674,2023-06-06 05:40:53-04:00
1114,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,48.3,42.302605,-83.106674,2023-06-06 05:38:53-04:00
1115,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,48.1,42.302605,-83.106674,2023-06-06 05:36:53-04:00
1116,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,47.9,42.302605,-83.106674,2023-06-06 05:32:52-04:00
1117,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,47.3,42.302605,-83.106674,2023-06-06 05:30:52-04:00
1118,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,47.5,42.302605,-83.106674,2023-06-06 05:28:53-04:00
1119,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,47.2,42.302605,-83.106674,2023-06-06 05:26:52-04:00
1120,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,46.0,42.302605,-83.106674,2023-06-06 05:24:53-04:00
1121,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,46.2,42.302605,-83.106674,2023-06-06 05:22:54-04:00
1122,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,46.0,42.302605,-83.106674,2023-06-06 05:18:53-04:00
1123,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,46.2,42.302605,-83.106674,2023-06-06 05:16:53-04:00
1124,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,46.2,42.302605,-83.106674,2023-06-06 05:14:53-04:00
1125,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.9,42.302605,-83.106674,2023-06-06 05:12:52-04:00
1126,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,46.1,42.302605,-83.106674,2023-06-06 05:10:53-04:00
1127,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,46.4,42.302605,-83.106674,2023-06-06 05:08:52-04:00
1128,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.8,42.302605,-83.106674,2023-06-06 05:06:54-04:00
1129,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.8,42.302605,-83.106674,2023-06-06 05:04:52-04:00
1130,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.9,42.302605,-83.106674,2023-06-06 05:02:52-04:00
1131,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.7,42.302605,-83.106674,2023-06-06 05:00:52-04:00
1132,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,46.4,42.302605,-83.106674,2023-06-06 04:58:52-04:00
1133,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.8,42.302605,-83.106674,2023-06-06 04:56:52-04:00
1134,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,46.0,42.302605,-83.106674,2023-06-06 04:54:52-04:00
1135,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,46.3,42.302605,-83.106674,2023-06-06 04:52:52-04:00
1136,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,46.3,42.302605,-83.106674,2023-06-06 04:48:52-04:00
1137,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,46.6,42.302605,-83.106674,2023-06-06 04:46:52-04:00
1138,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.9,42.302605,-83.106674,2023-06-06 04:44:52-04:00
1139,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.7,42.302605,-83.106674,2023-06-06 04:42:52-04:00
1140,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.9,42.302605,-83.106674,2023-06-06 04:40:52-04:00
1141,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,46.5,42.302605,-83.106674,2023-06-06 04:38:52-04:00
1142,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.9,42.302605,-83.106674,2023-06-06 04:36:52-04:00
1143,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.8,42.302605,-83.106674,2023-06-06 04:34:52-04:00
1144,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.0,42.302605,-83.106674,2023-06-06 04:32:52-04:00
1145,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.2,42.302605,-83.106674,2023-06-06 04:30:52-04:00
1146,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.5,42.302605,-83.106674,2023-06-06 04:28:52-04:00
1147,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.9,42.302605,-83.106674,2023-06-06 04:26:52-04:00
1148,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.6,42.302605,-83.106674,2023-06-06 04:24:52-04:00
1149,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.3,42.302605,-83.106674,2023-06-06 04:22:52-04:00
1150,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.2,42.302605,-83.106674,2023-06-06 04:20:52-04:00
1151,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.6,42.302605,-83.106674,2023-06-06 04:18:52-04:00
1152,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.5,42.302605,-83.106674,2023-06-06 04:16:52-04:00
1153,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.9,42.302605,-83.106674,2023-06-06 04:14:53-04:00
1154,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,46.0,42.302605,-83.106674,2023-06-06 04:12:52-04:00
1155,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.7,42.302605,-83.106674,2023-06-06 04:10:52-04:00
1156,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.5,42.302605,-83.106674,2023-06-06 04:08:52-04:00
1157,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.5,42.302605,-83.106674,2023-06-06 04:06:53-04:00
1158,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.4,42.302605,-83.106674,2023-06-06 04:04:52-04:00
1159,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.3,42.302605,-83.106674,2023-06-06 04:02:52-04:00
1160,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.9,42.302605,-83.106674,2023-06-06 04:00:52-04:00
1161,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,46.0,42.302605,-83.106674,2023-06-06 03:58:52-04:00
1162,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.0,42.302605,-83.106674,2023-06-06 03:56:52-04:00
1163,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.2,42.302605,-83.106674,2023-06-06 03:54:51-04:00
1164,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.7,42.302605,-83.106674,2023-06-06 03:52:51-04:00
1165,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.1,42.302605,-83.106674,2023-06-06 03:50:52-04:00
1166,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.2,42.302605,-83.106674,2023-06-06 03:48:52-04:00
1167,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.8,42.302605,-83.106674,2023-06-06 03:46:51-04:00
1168,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.9,42.302605,-83.106674,2023-06-06 03:44:52-04:00
1169,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.7,42.302605,-83.106674,2023-06-06 03:42:51-04:00
1170,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.8,42.302605,-83.106674,2023-06-06 03:40:51-04:00
1171,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.5,42.302605,-83.106674,2023-06-06 03:36:52-04:00
1172,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.9,42.302605,-83.106674,2023-06-06 03:34:51-04:00
1173,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.6,42.302605,-83.106674,2023-06-06 03:32:51-04:00
1174,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.2,42.302605,-83.106674,2023-06-06 03:30:51-04:00
1175,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.5,42.302605,-83.106674,2023-06-06 03:28:51-04:00
1176,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.6,42.302605,-83.106674,2023-06-06 03:26:52-04:00
1177,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,45.0,42.302605,-83.106674,2023-06-06 03:24:52-04:00
1178,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.7,42.302605,-83.106674,2023-06-06 03:22:51-04:00
1179,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.6,42.302605,-83.106674,2023-06-06 03:20:52-04:00
1180,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.5,42.302605,-83.106674,2023-06-06 03:18:52-04:00
1181,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.9,42.302605,-83.106674,2023-06-06 03:16:51-04:00
1182,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.7,42.302605,-83.106674,2023-06-06 03:14:51-04:00
1183,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.4,42.302605,-83.106674,2023-06-06 03:12:51-04:00
1184,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.4,42.302605,-83.106674,2023-06-06 03:10:51-04:00
1185,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.7,42.302605,-83.106674,2023-06-06 03:08:53-04:00
1186,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.7,42.302605,-83.106674,2023-06-06 03:06:51-04:00
1187,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.3,42.302605,-83.106674,2023-06-06 03:04:52-04:00
1188,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.4,42.302605,-83.106674,2023-06-06 03:02:51-04:00
1189,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.5,42.302605,-83.106674,2023-06-06 03:00:51-04:00
1190,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.0,42.302605,-83.106674,2023-06-06 02:58:51-04:00
1191,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.2,42.302605,-83.106674,2023-06-06 02:56:51-04:00
1192,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.0,42.302605,-83.106674,2023-06-06 02:52:51-04:00
1193,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.9,42.302605,-83.106674,2023-06-06 02:50:51-04:00
1194,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,44.0,42.302605,-83.106674,2023-06-06 02:48:51-04:00
1195,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.9,42.302605,-83.106674,2023-06-06 02:46:51-04:00
1196,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.5,42.302605,-83.106674,2023-06-06 02:44:52-04:00
1197,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.8,42.302605,-83.106674,2023-06-06 02:42:51-04:00
1198,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.4,42.302605,-83.106674,2023-06-06 02:40:51-04:00
1199,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.8,42.302605,-83.106674,2023-06-06 02:38:51-04:00
1200,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.4,42.302605,-83.106674,2023-06-06 02:36:52-04:00
1201,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.9,42.302605,-83.106674,2023-06-06 02:34:51-04:00
1202,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.5,42.302605,-83.106674,2023-06-06 02:32:51-04:00
1203,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.4,42.302605,-83.106674,2023-06-06 02:30:51-04:00
1204,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.5,42.302605,-83.106674,2023-06-06 02:28:51-04:00
1205,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.8,42.302605,-83.106674,2023-06-06 02:26:51-04:00
1206,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.7,42.302605,-83.106674,2023-06-06 02:24:51-04:00
1207,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.3,42.302605,-83.106674,2023-06-06 02:22:51-04:00
1208,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.6,42.302605,-83.106674,2023-06-06 02:20:51-04:00
1209,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.3,42.302605,-83.106674,2023-06-06 02:18:51-04:00
1210,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.4,42.302605,-83.106674,2023-06-06 02:16:51-04:00
1211,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.3,42.302605,-83.106674,2023-06-06 02:14:51-04:00
1212,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.1,42.302605,-83.106674,2023-06-06 02:12:51-04:00
1213,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.2,42.302605,-83.106674,2023-06-06 02:10:51-04:00
1214,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.5,42.302605,-83.106674,2023-06-06 02:08:51-04:00
1215,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.2,42.302605,-83.106674,2023-06-06 02:06:51-04:00
1216,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.6,42.302605,-83.106674,2023-06-06 02:04:51-04:00
1217,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.6,42.302605,-83.106674,2023-06-06 02:00:50-04:00
1218,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.8,42.302605,-83.106674,2023-06-06 01:58:50-04:00
1219,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.2,42.302605,-83.106674,2023-06-06 01:56:51-04:00
1220,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.1,42.302605,-83.106674,2023-06-06 01:52:51-04:00
1221,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,41.4,42.302605,-83.106674,2023-06-06 01:50:50-04:00
1222,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.3,42.302605,-83.106674,2023-06-06 01:48:51-04:00
1223,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.7,42.302605,-83.106674,2023-06-06 01:46:50-04:00
1224,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.5,42.302605,-83.106674,2023-06-06 01:44:51-04:00
1225,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.5,42.302605,-83.106674,2023-06-06 01:42:50-04:00
1226,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.8,42.302605,-83.106674,2023-06-06 01:40:50-04:00
1227,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.8,42.302605,-83.106674,2023-06-06 01:36:51-04:00
1228,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.2,42.302605,-83.106674,2023-06-06 01:34:51-04:00
1229,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.2,42.302605,-83.106674,2023-06-06 01:32:51-04:00
1230,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.5,42.302605,-83.106674,2023-06-06 01:30:50-04:00
1231,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.7,42.302605,-83.106674,2023-06-06 01:28:50-04:00
1232,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.7,42.302605,-83.106674,2023-06-06 01:26:50-04:00
1233,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.9,42.302605,-83.106674,2023-06-06 01:24:50-04:00
1234,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.4,42.302605,-83.106674,2023-06-06 01:22:51-04:00
1235,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.6,42.302605,-83.106674,2023-06-06 01:20:50-04:00
1236,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.2,42.302605,-83.106674,2023-06-06 01:18:50-04:00
1237,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.1,42.302605,-83.106674,2023-06-06 01:16:50-04:00
1238,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.2,42.302605,-83.106674,2023-06-06 01:14:51-04:00
1239,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.7,42.302605,-83.106674,2023-06-06 01:12:51-04:00
1240,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.4,42.302605,-83.106674,2023-06-06 01:10:50-04:00
1241,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.3,42.302605,-83.106674,2023-06-06 01:08:50-04:00
1242,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.8,42.302605,-83.106674,2023-06-06 01:06:51-04:00
1243,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.9,42.302605,-83.106674,2023-06-06 01:04:50-04:00
1244,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.5,42.302605,-83.106674,2023-06-06 01:02:50-04:00
1245,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.6,42.302605,-83.106674,2023-06-06 01:00:50-04:00
1246,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.1,42.302605,-83.106674,2023-06-06 00:58:50-04:00
1247,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.9,42.302605,-83.106674,2023-06-06 00:56:50-04:00
1248,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,43.7,42.302605,-83.106674,2023-06-06 00:54:50-04:00
1249,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,42.4,42.302605,-83.106674,2023-06-06 00:52:50-04:00
1250,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,41.9,42.302605,-83.106674,2023-06-06 00:50:50-04:00
1251,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,41.7,42.302605,-83.106674,2023-06-06 00:48:50-04:00
1252,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,41.4,42.302605,-83.106674,2023-06-06 00:46:51-04:00
1253,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,41.6,42.302605,-83.106674,2023-06-06 00:44:50-04:00
1254,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,41.8,42.302605,-83.106674,2023-06-06 00:40:50-04:00
1255,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,41.6,42.302605,-83.106674,2023-06-06 00:38:50-04:00
1256,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,41.9,42.302605,-83.106674,2023-06-06 00:36:50-04:00
1257,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,41.5,42.302605,-83.106674,2023-06-06 00:34:50-04:00
1258,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,40.9,42.302605,-83.106674,2023-06-06 00:32:50-04:00
1259,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,40.8,42.302605,-83.106674,2023-06-06 00:30:50-04:00
1260,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,40.4,42.302605,-83.106674,2023-06-06 00:28:50-04:00
1261,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,40.2,42.302605,-83.106674,2023-06-06 00:26:51-04:00
1262,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,39.1,42.302605,-83.106674,2023-06-06 00:24:50-04:00
1263,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,39.7,42.302605,-83.106674,2023-06-06 00:22:50-04:00
1264,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,40.2,42.302605,-83.106674,2023-06-06 00:20:50-04:00
1265,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,40.1,42.302605,-83.106674,2023-06-06 00:18:51-04:00
1266,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,39.1,42.302605,-83.106674,2023-06-06 00:16:50-04:00
1267,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,39.6,42.302605,-83.106674,2023-06-06 00:14:50-04:00
1268,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,39.4,42.302605,-83.106674,2023-06-06 00:12:50-04:00
1269,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,39.0,42.302605,-83.106674,2023-06-06 00:10:50-04:00
1270,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,39.7,42.302605,-83.106674,2023-06-06 00:08:50-04:00
1271,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,40.3,42.302605,-83.106674,2023-06-06 00:04:50-04:00
1272,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,39.1,42.302605,-83.106674,2023-06-06 00:02:49-04:00
1273,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,39.4,42.302605,-83.106674,2023-06-06 00:00:50-04:00
1274,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,40.0,42.302605,-83.106674,2023-06-05 23:58:50-04:00
1275,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,40.4,42.302605,-83.106674,2023-06-05 23:56:49-04:00
1276,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,40.2,42.302605,-83.106674,2023-06-05 23:54:49-04:00
1277,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,39.5,42.302605,-83.106674,2023-06-05 23:52:49-04:00
1278,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,40.0,42.302605,-83.106674,2023-06-05 23:50:49-04:00
1279,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,39.8,42.302605,-83.106674,2023-06-05 23:48:49-04:00
1280,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,40.7,42.302605,-83.106674,2023-06-05 23:46:49-04:00
1281,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,41.1,42.302605,-83.106674,2023-06-05 23:44:49-04:00
1282,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,40.8,42.302605,-83.106674,2023-06-05 23:42:50-04:00
1283,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,39.8,42.302605,-83.106674,2023-06-05 23:40:49-04:00
1284,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,38.6,42.302605,-83.106674,2023-06-05 23:38:49-04:00
1285,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,38.8,42.302605,-83.106674,2023-06-05 23:36:49-04:00
1286,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,38.7,42.302605,-83.106674,2023-06-05 23:34:49-04:00
1287,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,39.5,42.302605,-83.106674,2023-06-05 23:32:50-04:00
1288,65004,EC-BFD-SW Detroit EGLE Station,Community Organization,pm25,40.8,42.302605,-83.106674,2023-06-05 23:30:50-04:00
